[2024-12-07 07:43:08] Strategy: GeneTrader_gen1_1733528553_4623, Timeframe: 5m, Generation: 1, Total Profit %: 0.1131, Profit Score: 0.0565, Win Rate: 0.9240, Win Rate Score: 0.5597, Sharpe Ratio: 71.5900, Sortino Ratio: 41.9500, Profit Factor: 7.2900, Risk-Adjusted Score: 0.9969, Max Drawdown: 0.0105, Drawdown Penalty: 0.9690, Daily Avg Trades: 5.08, Trade Frequency Score: 0.7319, Avg Trade Duration (min): 311.00, Duration Score: 0.8510, Final Fitness: 0.0316
[2024-12-07 07:45:54] Strategy: GeneTrader_gen1_1733528603_7983, Timeframe: 5m, Generation: 1, Total Profit %: 0.2707, Profit Score: 0.1345, Win Rate: 0.9050, Win Rate Score: 0.5125, Sharpe Ratio: 139.8100, Sortino Ratio: 72.8900, Profit Factor: 2.9800, Risk-Adjusted Score: 0.9518, Max Drawdown: 0.0400, Drawdown Penalty: 0.8869, Daily Avg Trades: 21.15, Trade Frequency Score: 0.0000, Avg Trade Duration (min): 310.00, Duration Score: 0.8503, Final Fitness: 0.0689
[2024-12-07 07:45:55] Strategy: GeneTrader_gen1_1733528553_3295, Timeframe: 5m, Generation: 1, Total Profit %: 0.1223, Profit Score: 0.0611, Win Rate: 0.9370, Win Rate Score: 0.5915, Sharpe Ratio: 52.5400, Sortino Ratio: 27.8200, Profit Factor: 2.5700, Risk-Adjusted Score: 0.9389, Max Drawdown: 0.0649, Drawdown Penalty: 0.8231, Daily Avg Trades: 9.69, Trade Frequency Score: 0.0083, Avg Trade Duration (min): 957.00, Duration Score: 0.9473, Final Fitness: 0.0361
[2024-12-07 07:46:20] Strategy: GeneTrader_gen1_1733528716_8351, Timeframe: 5m, Generation: 1, Total Profit %: 0.2055, Profit Score: 0.1024, Win Rate: 0.9500, Win Rate Score: 0.6225, Sharpe Ratio: 210.4000, Sortino Ratio: 95.6600, Profit Factor: 7.7200, Risk-Adjusted Score: 0.9977, Max Drawdown: 0.0139, Drawdown Penalty: 0.9592, Daily Avg Trades: 13.92, Trade Frequency Score: 0.0000, Avg Trade Duration (min): 176.00, Duration Score: 0.7517, Final Fitness: 0.0637
[2024-12-07 07:46:33] Strategy: GeneTrader_gen1_1733528698_8866, Timeframe: 5m, Generation: 1, Total Profit %: 0.2216, Profit Score: 0.1103, Win Rate: 0.8570, Win Rate Score: 0.3941, Sharpe Ratio: 33.9000, Sortino Ratio: 25.1700, Profit Factor: 3.0000, Risk-Adjusted Score: 0.9523, Max Drawdown: 0.0344, Drawdown Penalty: 0.9019, Daily Avg Trades: 4.31, Trade Frequency Score: 0.9213, Avg Trade Duration (min): 360.00, Duration Score: 0.8825, Final Fitness: 0.0435
[2024-12-07 07:46:58] Strategy: GeneTrader_gen1_1733528725_6310, Timeframe: 5m, Generation: 1, Total Profit %: 0.5902, Profit Score: 0.2868, Win Rate: 0.9810, Win Rate Score: 0.6921, Sharpe Ratio: 205.9000, Sortino Ratio: 82.7200, Profit Factor: 23.1900, Risk-Adjusted Score: 1.0000, Max Drawdown: 0.0161, Drawdown Penalty: 0.9528, Daily Avg Trades: 12.31, Trade Frequency Score: 0.0001, Avg Trade Duration (min): 501.00, Duration Score: 0.9548, Final Fitness: 0.1985
[2024-12-07 07:47:00] Strategy: GeneTrader_gen1_1733528755_1576, Timeframe: 5m, Generation: 1, Total Profit %: 0.3642, Profit Score: 0.1801, Win Rate: 0.9710, Win Rate Score: 0.6704, Sharpe Ratio: 221.3700, Sortino Ratio: 138.9400, Profit Factor: 12.0400, Risk-Adjusted Score: 0.9999, Max Drawdown: 0.0182, Drawdown Penalty: 0.9469, Daily Avg Trades: 13.46, Trade Frequency Score: 0.0000, Avg Trade Duration (min): 217.00, Duration Score: 0.7835, Final Fitness: 0.1207
[2024-12-07 07:47:17] Strategy: GeneTrader_gen1_1733528793_6252, Timeframe: 5m, Generation: 1, Total Profit %: 0.4138, Profit Score: 0.2040, Win Rate: 0.9180, Win Rate Score: 0.5449, Sharpe Ratio: 47.4400, Sortino Ratio: 25.7400, Profit Factor: 4.5200, Risk-Adjusted Score: 0.9813, Max Drawdown: 0.0449, Drawdown Penalty: 0.8740, Daily Avg Trades: 4.69, Trade Frequency Score: 0.8378, Avg Trade Duration (min): 93.00, Duration Score: 0.6844, Final Fitness: 0.1112
[2024-12-07 07:47:39] Strategy: GeneTrader_gen1_1733528754_5957, Timeframe: 5m, Generation: 1, Total Profit %: 0.0880, Profit Score: 0.0440, Win Rate: 0.8890, Win Rate Score: 0.4725, Sharpe Ratio: 10.4400, Sortino Ratio: 5.3800, Profit Factor: 1.9300, Risk-Adjusted Score: 0.9097, Max Drawdown: 0.0555, Drawdown Penalty: 0.8466, Daily Avg Trades: 2.77, Trade Frequency Score: 0.9356, Avg Trade Duration (min): 863.00, Duration Score: 0.9805, Final Fitness: 0.0208
[2024-12-07 07:47:46] Strategy: GeneTrader_gen1_1733528725_6588, Timeframe: 5m, Generation: 1, Total Profit %: 0.3407, Profit Score: 0.1687, Win Rate: 0.8850, Win Rate Score: 0.4626, Sharpe Ratio: 66.8400, Sortino Ratio: 43.2200, Profit Factor: 2.2000, Risk-Adjusted Score: 0.9250, Max Drawdown: 0.0966, Drawdown Penalty: 0.7484, Daily Avg Trades: 14.08, Trade Frequency Score: 0.0000, Avg Trade Duration (min): 340.00, Duration Score: 0.8700, Final Fitness: 0.0780
[2024-12-07 07:48:09] Strategy: GeneTrader_gen1_1733528837_1044, Timeframe: 5m, Generation: 1, Total Profit %: 0.2798, Profit Score: 0.1390, Win Rate: 0.9520, Win Rate Score: 0.6271, Sharpe Ratio: 71.2800, Sortino Ratio: 48.3100, Profit Factor: 5.2300, Risk-Adjusted Score: 0.9881, Max Drawdown: 0.0379, Drawdown Penalty: 0.8925, Daily Avg Trades: 6.38, Trade Frequency Score: 0.3546, Avg Trade Duration (min): 245.00, Duration Score: 0.8044, Final Fitness: 0.0872
[2024-12-07 07:48:21] Strategy: GeneTrader_gen1_1733528859_9391, Timeframe: 5m, Generation: 1, Total Profit %: 0.4844, Profit Score: 0.2376, Win Rate: 0.9910, Win Rate Score: 0.7130, Sharpe Ratio: 172.6400, Sortino Ratio: 0.0000, Profit Factor: 38.1800, Risk-Adjusted Score: 0.6000, Max Drawdown: 0.0113, Drawdown Penalty: 0.9667, Daily Avg Trades: 8.23, Trade Frequency Score: 0.0610, Avg Trade Duration (min): 177.00, Duration Score: 0.7525, Final Fitness: 0.1694
[2024-12-07 07:48:36] Strategy: GeneTrader_gen1_1733528820_8991, Timeframe: 5m, Generation: 1, Total Profit %: 0.2638, Profit Score: 0.1311, Win Rate: 0.9490, Win Rate Score: 0.6201, Sharpe Ratio: 50.9300, Sortino Ratio: 22.1400, Profit Factor: 3.4300, Risk-Adjusted Score: 0.9631, Max Drawdown: 0.0790, Drawdown Penalty: 0.7890, Daily Avg Trades: 7.54, Trade Frequency Score: 0.1300, Avg Trade Duration (min): 486.00, Duration Score: 0.9486, Final Fitness: 0.0813
[2024-12-07 07:48:40] Strategy: GeneTrader_gen1_1733528818_4316, Timeframe: 5m, Generation: 1, Total Profit %: 0.2177, Profit Score: 0.1084, Win Rate: 0.8980, Win Rate Score: 0.4950, Sharpe Ratio: 68.2100, Sortino Ratio: 40.9100, Profit Factor: 2.9100, Risk-Adjusted Score: 0.9497, Max Drawdown: 0.0327, Drawdown Penalty: 0.9066, Daily Avg Trades: 9.85, Trade Frequency Score: 0.0065, Avg Trade Duration (min): 301.00, Duration Score: 0.8442, Final Fitness: 0.0537
[2024-12-07 07:49:14] Strategy: GeneTrader_gen1_1733528780_4104, Timeframe: 5m, Generation: 1, Total Profit %: 0.2221, Profit Score: 0.1106, Win Rate: 0.9320, Win Rate Score: 0.5793, Sharpe Ratio: 127.4000, Sortino Ratio: 60.3500, Profit Factor: 4.0700, Risk-Adjusted Score: 0.9751, Max Drawdown: 0.0263, Drawdown Penalty: 0.9241, Daily Avg Trades: 14.69, Trade Frequency Score: 0.0000, Avg Trade Duration (min): 571.00, Duration Score: 0.9788, Final Fitness: 0.0641
[2024-12-07 07:49:35] Strategy: GeneTrader_gen1_1733528920_6239, Timeframe: 5m, Generation: 1, Total Profit %: 0.4311, Profit Score: 0.2123, Win Rate: 0.9480, Win Rate Score: 0.6177, Sharpe Ratio: 113.5000, Sortino Ratio: 52.9000, Profit Factor: 4.4900, Risk-Adjusted Score: 0.9809, Max Drawdown: 0.0346, Drawdown Penalty: 0.9014, Daily Avg Trades: 11.77, Trade Frequency Score: 0.0002, Avg Trade Duration (min): 137.00, Duration Score: 0.7205, Final Fitness: 0.1311
[2024-12-07 07:49:43] Strategy: GeneTrader_gen1_1733528866_9009, Timeframe: 5m, Generation: 1, Total Profit %: 0.3660, Profit Score: 0.1810, Win Rate: 0.8720, Win Rate Score: 0.4305, Sharpe Ratio: 94.0200, Sortino Ratio: 97.2300, Profit Factor: 6.0400, Risk-Adjusted Score: 0.9930, Max Drawdown: 0.0255, Drawdown Penalty: 0.9264, Daily Avg Trades: 7.23, Trade Frequency Score: 0.1757, Avg Trade Duration (min): 293.00, Duration Score: 0.8387, Final Fitness: 0.0779
[2024-12-07 07:50:17] Strategy: GeneTrader_gen1_1733528901_6558, Timeframe: 5m, Generation: 1, Total Profit %: 0.3859, Profit Score: 0.1906, Win Rate: 0.9060, Win Rate Score: 0.5150, Sharpe Ratio: 129.6300, Sortino Ratio: 69.9600, Profit Factor: 3.0300, Risk-Adjusted Score: 0.9532, Max Drawdown: 0.0424, Drawdown Penalty: 0.8806, Daily Avg Trades: 19.69, Trade Frequency Score: 0.0000, Avg Trade Duration (min): 189.00, Duration Score: 0.7619, Final Fitness: 0.0982
[2024-12-07 07:50:44] Strategy: GeneTrader_gen1_1733528916_9576, Timeframe: 5m, Generation: 1, Total Profit %: 0.1337, Profit Score: 0.0668, Win Rate: 0.9300, Win Rate Score: 0.5744, Sharpe Ratio: 24.8700, Sortino Ratio: 12.9100, Profit Factor: 3.1700, Risk-Adjusted Score: 0.9569, Max Drawdown: 0.0515, Drawdown Penalty: 0.8568, Daily Avg Trades: 3.31, Trade Frequency Score: 0.9955, Avg Trade Duration (min): 1379.00, Duration Score: 0.6578, Final Fitness: 0.0383
[2024-12-07 07:50:53] Strategy: GeneTrader_gen1_1733528983_1129, Timeframe: 5m, Generation: 1, Total Profit %: 0.4813, Profit Score: 0.2361, Win Rate: 0.9480, Win Rate Score: 0.6177, Sharpe Ratio: 95.6100, Sortino Ratio: 51.1800, Profit Factor: 3.9000, Risk-Adjusted Score: 0.9723, Max Drawdown: 0.0403, Drawdown Penalty: 0.8861, Daily Avg Trades: 11.85, Trade Frequency Score: 0.0002, Avg Trade Duration (min): 255.00, Duration Score: 0.8118, Final Fitness: 0.1459
[2024-12-07 07:51:21] Strategy: GeneTrader_gen1_1733529017_2525, Timeframe: 5m, Generation: 1, Total Profit %: 0.6199, Profit Score: 0.3004, Win Rate: 0.9160, Win Rate Score: 0.5399, Sharpe Ratio: 68.9100, Sortino Ratio: 33.4500, Profit Factor: 3.2500, Risk-Adjusted Score: 0.9589, Max Drawdown: 0.0840, Drawdown Penalty: 0.7772, Daily Avg Trades: 10.08, Trade Frequency Score: 0.0045, Avg Trade Duration (min): 192.00, Duration Score: 0.7642, Final Fitness: 0.1622
[2024-12-07 07:51:44] Strategy: GeneTrader_gen1_1733528889_2561, Timeframe: 5m, Generation: 1, Total Profit %: 0.2445, Profit Score: 0.1216, Win Rate: 0.9320, Win Rate Score: 0.5793, Sharpe Ratio: 103.9700, Sortino Ratio: 43.3100, Profit Factor: 3.1100, Risk-Adjusted Score: 0.9553, Max Drawdown: 0.0466, Drawdown Penalty: 0.8695, Daily Avg Trades: 15.92, Trade Frequency Score: 0.0000, Avg Trade Duration (min): 413.00, Duration Score: 0.9131, Final Fitness: 0.0705
[2024-12-07 07:52:12] Strategy: GeneTrader_gen1_1733528954_1681, Timeframe: 5m, Generation: 1, Total Profit %: 0.2138, Profit Score: 0.1065, Win Rate: 0.8910, Win Rate Score: 0.4775, Sharpe Ratio: 59.3000, Sortino Ratio: 31.6700, Profit Factor: 1.8700, Risk-Adjusted Score: 0.9107, Max Drawdown: 0.0448, Drawdown Penalty: 0.8742, Daily Avg Trades: 16.92, Trade Frequency Score: 0.0000, Avg Trade Duration (min): 291.00, Duration Score: 0.8374, Final Fitness: 0.0509
[2024-12-07 07:52:37] Strategy: GeneTrader_gen1_1733528975_2089, Timeframe: 5m, Generation: 1, Total Profit %: 0.3244, Profit Score: 0.1608, Win Rate: 0.9070, Win Rate Score: 0.5175, Sharpe Ratio: 127.1400, Sortino Ratio: 65.1100, Profit Factor: 2.9000, Risk-Adjusted Score: 0.9494, Max Drawdown: 0.0442, Drawdown Penalty: 0.8758, Daily Avg Trades: 19.77, Trade Frequency Score: 0.0000, Avg Trade Duration (min): 363.00, Duration Score: 0.8843, Final Fitness: 0.0832
[2024-12-07 07:52:47] Strategy: GeneTrader_gen1_1733529081_1571, Timeframe: 5m, Generation: 1, Total Profit %: 0.2565, Profit Score: 0.1276, Win Rate: 0.9380, Win Rate Score: 0.5939, Sharpe Ratio: 32.1100, Sortino Ratio: 15.9000, Profit Factor: 2.5700, Risk-Adjusted Score: 0.9389, Max Drawdown: 0.0589, Drawdown Penalty: 0.8380, Daily Avg Trades: 6.15, Trade Frequency Score: 0.4157, Avg Trade Duration (min): 377.00, Duration Score: 0.8927, Final Fitness: 0.0757
[2024-12-07 07:52:48] Strategy: GeneTrader_gen1_1733529053_7668, Timeframe: 5m, Generation: 1, Total Profit %: 0.2819, Profit Score: 0.1400, Win Rate: 0.8930, Win Rate Score: 0.4825, Sharpe Ratio: 92.8300, Sortino Ratio: 48.1100, Profit Factor: 4.2400, Risk-Adjusted Score: 0.9776, Max Drawdown: 0.0337, Drawdown Penalty: 0.9038, Daily Avg Trades: 9.31, Trade Frequency Score: 0.0147, Avg Trade Duration (min): 401.00, Duration Score: 0.9065, Final Fitness: 0.0676
[2024-12-07 07:53:57] Strategy: GeneTrader_gen1_1733529044_1253, Timeframe: 5m, Generation: 1, Total Profit %: 0.3315, Profit Score: 0.1642, Win Rate: 0.9010, Win Rate Score: 0.5025, Sharpe Ratio: 149.2300, Sortino Ratio: 75.5000, Profit Factor: 2.6400, Risk-Adjusted Score: 0.9413, Max Drawdown: 0.0364, Drawdown Penalty: 0.8966, Daily Avg Trades: 25.77, Trade Frequency Score: 0.0000, Avg Trade Duration (min): 286.00, Duration Score: 0.8339, Final Fitness: 0.0825
[2024-12-07 07:54:02] Strategy: GeneTrader_gen1_1733529167_3329, Timeframe: 5m, Generation: 1, Total Profit %: 0.6382, Profit Score: 0.3087, Win Rate: 0.9310, Win Rate Score: 0.5769, Sharpe Ratio: 158.3300, Sortino Ratio: 82.1700, Profit Factor: 7.8300, Risk-Adjusted Score: 0.9978, Max Drawdown: 0.0427, Drawdown Penalty: 0.8798, Daily Avg Trades: 12.31, Trade Frequency Score: 0.0001, Avg Trade Duration (min): 291.00, Duration Score: 0.8374, Final Fitness: 0.1781
[2024-12-07 07:54:06] Strategy: GeneTrader_gen1_1733529168_9122, Timeframe: 5m, Generation: 1, Total Profit %: 0.3068, Profit Score: 0.1522, Win Rate: 0.9220, Win Rate Score: 0.5548, Sharpe Ratio: 38.0000, Sortino Ratio: 26.7900, Profit Factor: 2.2000, Risk-Adjusted Score: 0.9250, Max Drawdown: 0.0712, Drawdown Penalty: 0.8077, Daily Avg Trades: 7.92, Trade Frequency Score: 0.0870, Avg Trade Duration (min): 375.00, Duration Score: 0.8915, Final Fitness: 0.0844
[2024-12-07 07:54:11] Strategy: GeneTrader_gen1_1733529104_2292, Timeframe: 5m, Generation: 1, Total Profit %: 0.2125, Profit Score: 0.1059, Win Rate: 0.8840, Win Rate Score: 0.4601, Sharpe Ratio: 76.8600, Sortino Ratio: 45.5800, Profit Factor: 3.2500, Risk-Adjusted Score: 0.9589, Max Drawdown: 0.0244, Drawdown Penalty: 0.9294, Daily Avg Trades: 9.92, Trade Frequency Score: 0.0058, Avg Trade Duration (min): 478.00, Duration Score: 0.9451, Final Fitness: 0.0487
[2024-12-07 07:54:36] Strategy: GeneTrader_gen1_1733529251_8812, Timeframe: 5m, Generation: 1, Total Profit %: 0.1412, Profit Score: 0.0705, Win Rate: 0.9230, Win Rate Score: 0.5572, Sharpe Ratio: 22.1300, Sortino Ratio: 25.0500, Profit Factor: 4.1200, Risk-Adjusted Score: 0.9759, Max Drawdown: 0.0282, Drawdown Penalty: 0.9189, Daily Avg Trades: 2.00, Trade Frequency Score: 0.7548, Avg Trade Duration (min): 109.00, Duration Score: 0.6976, Final Fitness: 0.0393
[2024-12-07 07:54:39] Strategy: GeneTrader_gen1_1733529242_6792, Timeframe: 5m, Generation: 1, Total Profit %: 0.3344, Profit Score: 0.1657, Win Rate: 0.9400, Win Rate Score: 0.5987, Sharpe Ratio: 37.3500, Sortino Ratio: 20.2900, Profit Factor: 4.3100, Risk-Adjusted Score: 0.9786, Max Drawdown: 0.0420, Drawdown Penalty: 0.8816, Daily Avg Trades: 3.85, Trade Frequency Score: 0.9848, Avg Trade Duration (min): 140.00, Duration Score: 0.7229, Final Fitness: 0.0992
[2024-12-07 07:54:54] Strategy: GeneTrader_gen1_1733529246_7759, Timeframe: 5m, Generation: 1, Total Profit %: 0.1794, Profit Score: 0.0895, Win Rate: 0.9320, Win Rate Score: 0.5793, Sharpe Ratio: 33.2500, Sortino Ratio: 19.5400, Profit Factor: 4.1100, Risk-Adjusted Score: 0.9757, Max Drawdown: 0.0302, Drawdown Penalty: 0.9134, Daily Avg Trades: 3.38, Trade Frequency Score: 0.9982, Avg Trade Duration (min): 506.00, Duration Score: 0.9568, Final Fitness: 0.0518
[2024-12-07 07:55:31] Strategy: GeneTrader_gen1_1733529237_8789, Timeframe: 5m, Generation: 1, Total Profit %: 0.0796, Profit Score: 0.0398, Win Rate: 0.9050, Win Rate Score: 0.5125, Sharpe Ratio: 7.8700, Sortino Ratio: 4.1300, Profit Factor: 2.3300, Risk-Adjusted Score: 0.9172, Max Drawdown: 0.0525, Drawdown Penalty: 0.8543, Daily Avg Trades: 1.62, Trade Frequency Score: 0.6429, Avg Trade Duration (min): 2017.00, Duration Score: 0.1974, Final Fitness: 0.0204
[2024-12-07 07:55:36] Strategy: GeneTrader_gen1_1733529157_8014, Timeframe: 5m, Generation: 1, Total Profit %: 0.3324, Profit Score: 0.1647, Win Rate: 0.9010, Win Rate Score: 0.5025, Sharpe Ratio: 127.0200, Sortino Ratio: 62.4800, Profit Factor: 2.7300, Risk-Adjusted Score: 0.9442, Max Drawdown: 0.0324, Drawdown Penalty: 0.9074, Daily Avg Trades: 21.69, Trade Frequency Score: 0.0000, Avg Trade Duration (min): 303.00, Duration Score: 0.8456, Final Fitness: 0.0828
[2024-12-07 07:55:56] Strategy: GeneTrader_gen1_1733529132_8477, Timeframe: 5m, Generation: 1, Total Profit %: 0.3236, Profit Score: 0.1604, Win Rate: 0.8940, Win Rate Score: 0.4850, Sharpe Ratio: 183.4600, Sortino Ratio: 96.9600, Profit Factor: 2.8000, Risk-Adjusted Score: 0.9464, Max Drawdown: 0.0331, Drawdown Penalty: 0.9055, Daily Avg Trades: 29.15, Trade Frequency Score: 0.0000, Avg Trade Duration (min): 288.00, Duration Score: 0.8353, Final Fitness: 0.0778
[2024-12-07 07:56:43] Strategy: GeneTrader_gen1_1733529356_9189, Timeframe: 5m, Generation: 1, Total Profit %: 0.1594, Profit Score: 0.0795, Win Rate: 0.9430, Win Rate Score: 0.6059, Sharpe Ratio: 117.3700, Sortino Ratio: 96.2800, Profit Factor: 7.2700, Risk-Adjusted Score: 0.9969, Max Drawdown: 0.0073, Drawdown Penalty: 0.9783, Daily Avg Trades: 8.15, Trade Frequency Score: 0.0670, Avg Trade Duration (min): 183.00, Duration Score: 0.7572, Final Fitness: 0.0482
[2024-12-07 07:56:47] Strategy: GeneTrader_gen1_1733529279_6319, Timeframe: 5m, Generation: 1, Total Profit %: 0.1009, Profit Score: 0.0504, Win Rate: 0.9090, Win Rate Score: 0.5225, Sharpe Ratio: 35.8900, Sortino Ratio: 22.4700, Profit Factor: 3.4400, Risk-Adjusted Score: 0.9633, Max Drawdown: 0.0362, Drawdown Penalty: 0.8971, Daily Avg Trades: 4.23, Trade Frequency Score: 0.9356, Avg Trade Duration (min): 1326.00, Duration Score: 0.7017, Final Fitness: 0.0263
[2024-12-07 07:57:09] Strategy: GeneTrader_gen1_1733529336_4638, Timeframe: 5m, Generation: 1, Total Profit %: 0.4530, Profit Score: 0.2227, Win Rate: 0.9310, Win Rate Score: 0.5769, Sharpe Ratio: 106.1900, Sortino Ratio: 50.4100, Profit Factor: 3.2800, Risk-Adjusted Score: 0.9596, Max Drawdown: 0.0737, Drawdown Penalty: 0.8016, Daily Avg Trades: 15.62, Trade Frequency Score: 0.0000, Avg Trade Duration (min): 234.00, Duration Score: 0.7963, Final Fitness: 0.1285
[2024-12-07 07:57:22] Strategy: GeneTrader_gen1_1733529294_2229, Timeframe: 5m, Generation: 1, Total Profit %: 0.1607, Profit Score: 0.0802, Win Rate: 0.8720, Win Rate Score: 0.4305, Sharpe Ratio: 45.5300, Sortino Ratio: 26.8400, Profit Factor: 1.9800, Risk-Adjusted Score: 0.9157, Max Drawdown: 0.0552, Drawdown Penalty: 0.8474, Daily Avg Trades: 10.85, Trade Frequency Score: 0.0012, Avg Trade Duration (min): 365.00, Duration Score: 0.8855, Final Fitness: 0.0345
